Etc:Unintended_Class_Weapon_Improvements	CTFWeaponBase::UpdateHands
Etc:Unintended_Class_Weapon_Improvements	CTFWearable::Equip
Etc:Unintended_Class_Weapon_Improvements	HandleRageGain
Etc:Weapon_Mimic_Teamnum	CBaseEntity::CreateNoSpawn
Etc:Weapon_Mimic_Teamnum	CTFBaseProjectile::GetDamageType
Etc:Weapon_Mimic_Teamnum	CTFPointWeaponMimic::Fire
Etc:Weapon_Mimic_Teamnum	CTFPointWeaponMimic::InputFireOnce
Etc:Weapon_Mimic_Teamnum	CTFProjectile_Arrow::Create
Etc:Weapon_Mimic_Teamnum	CTFProjectile_Rocket::Create
MvM:ChangeBotAttributes_Crash_Fix	CPointPopulatorInterface::InputChangeBotAttributes
MvM:ChangeClass_AnyTime	CTFPlayer::IsReadyToPlay
MvM:Chat_Unrestrict	CTFPlayer::CanHearAndReadChatFrom
MvM:Disposable_Sentry_Health_Upgrades	CBaseObject::SetHealth
MvM:Disposable_Sentry_Health_Upgrades	CObjectSentrygun::MakeDisposableBuilding
MvM:Drop_Weapons	CTFAmmoPack::Create
